0.11753	0.1063	0.07134	0.02958	0.05239	0.07513	0.01518	0.00967	0.16311	0.00997	0.01921	0.0454	0.02851	0	0.05827
0.09811	0.08261	0.17733	0.05173	0.05653	0.01773	0.09573	0.0739	0.03542	0.071	0.00507	0.03425	0.05161	0.13581	0.19922
0.07209	0.13707	0.0987	0.12317	0.05789	0.03506	0.12679	0.08623	0.07469	0.05736	0.04821	0.09156	0.04902	0.17409	0.02822
0.05129	0.11004	0.10934	0.03976	0.05275	0.0097	0.04399	0.06068	0.05064	0.00274	0.02288	0.0914	0.00882	0.08539	0.06226
0.21311	0.04065	0.07306	0.07449	0.03531	0.03389	0.0751	0.06273	0.16264	0.06392	0.06275	0.01669	0.09104	0.09426	0.01732
0.10369	0.04553	0.07516	0.04422	0.02762	0.02509	0.08315	0.12773	0.07484	0.03286	0.04832	0.01838	0.13055	0.12239	0.16395
0.06939	0.05221	0.12002	0.10572	0.0563	0.05696	0.02933	0.09321	0.06279	0.09139	0.03315	0.05718	0.06954	0.04901	0.06631
0.21433	0.05456	0.14966	0.10719	8.95577E-4	0.06303	0.06802	0.04348	0.06209	0.10071	0.06325	0.10707	0.03398	0.12962	0.14043
0.17752	0.03969	0.13107	0.04468	0.04055	0.0471	0.0747	0.07011	0.06484	0.13901	0.0298	0.03404	0.12681	0.13213	0.08783
0.09944	0.10387	0.11078	0.02604	0.03263	0.08314	0.0279	0.04758	0.01079	0.07375	0.06753	0.0883	0.08255	0.01749	0.14182
0.0222	0.06698	0.0861	0.02162	0.01539	0.08758	0.03327	0.0221	0.01592	0.09369	0.04507	0.03595	0.02806	0.08342	0.17658
0.02282	0.0984	0.19107	0.06279	0.02991	0.07531	0.10527	0.05107	0.04945	0.11128	0.00589	0.01248	0.06563	0.14441	0.2006
0.13321	0.02171	0.08788	0.05768	0.06364	0.02357	0.0269	0.03627	0.07276	0.0634	0.03622	0.05109	0.09719	0.07143	0.02295
0.01457	0.11954	0.1678	0.10987	0.05326	0.01558	0.0704	0.02177	0.03922	0.02684	0.01509	0.04922	0.03453	0.16762	0.16634
0.13301	0.0889	0.10391	0.08772	0.07864	0.01532	0.12875	0.04265	0.09426	0.05725	0.0614	0.01964	0.0567	0.0847	0.07854
0.13916	0.0948	0.06743	0.04625	0.03615	0.02107	0.08599	0.14353	0.02399	0.0947	0.03675	0.0736	0.11645	0.05338	0.03901
0.09059	0.02823	0.091	0.04032	0.03585	0.04757	0.14742	0.04034	0.11732	0.16473	0.01219	0.09516	0.13659	0.01249	0.11807
0.15106	0.02427	0.06828	0.08433	0.01614	0.06608	0.08823	0.04229	0.05182	0.0624	0.04771	0.07874	0.01274	0.04514	0.07317
0.09909	0.02309	0.11187	0.07302	0.00332	0.03471	0.01377	0.06431	0.00249	0.06882	0.01309	0.05323	0.07354	0.04533	0.05279
0.00929	0.03886	0.02078	0.11502	0.02859	0.05081	0.10536	0.11764	0.04289	0.08962	0.01477	0.11934	0.00193	0.08065	0.09236
0.01947	0.07336	0.10278	0.07078	0.05483	0.01231	0.09262	0.01766	0.11338	0.03499	0.05254	0.05024	0.04187	0.0617	0.08143
0.10493	0.09159	0.22187	0.03071	0.04254	0.02164	0.02493	0.09402	0.0818	0.07982	0.04022	0.04452	0.07023	0.1305	0.04418
0.06333	0.11981	0.01798	0.04182	0.03145	0.03664	0.03033	0.01923	0.06273	0.06727	0.02506	0.0731	0.09007	0.13252	0.07825
0.13037	0.11677	0.12075	0.06327	0.04646	0.02752	0.04337	0.0731	0.06459	0.05817	0.083	0.1022	0.05619	0.02818	0.11198
0.15261	0.10371	0.1055	0.11284	0.02837	0.05772	0.12605	0.06881	0.0267	0.05749	0.02239	0.01115	0.07681	0.1189	0.06075
0.12288	0.18754	0.08797	0.0368	0.02374	0.03224	0.06705	0.03577	0.07454	0.03339	0.05623	0.05205	0.06907	0.15356	0.1228
0.12424	0.13417	0.07207	0.10573	0.04158	0.02906	0.01489	0.03891	0.02796	0.0799	0.0507	0.00752	0.08635	0.11695	0.09517
0.2087	0.16582	0.0683	0.04328	0.05626	0.04217	0.03727	0.10894	0.06264	0.03182	0.09645	0.06873	0.05921	0.15262	0.06944
0.19718	0.12108	0.12834	0.14816	0.10605	0.09569	0.04876	0.13349	0.0445	0.0784	0.05269	0.04331	0.10041	0.14506	0.06184
0.06671	0.07444	0.04027	0.06679	0.00481	0.00751	0.09955	0.06348	0.02621	0.00852	0.04563	0.03149	0.09318	0.10018	0.25049
0.10804	0.06146	0.04753	0.13324	0.01369	0.03222	0.05391	0.08565	0.09247	0.07847	0.07894	0.04261	0.05136	0.05335	0.05439
0.16296	0.15354	0.05645	0.05083	0.06686	0.02987	0.04186	0.0552	0.0614	0.109	0.04075	0.08428	0.02639	0.01154	0.06308
