0.02046	0.01678	0.02418	0.00643	0.00915	0.00825	0.02853	0.0139	0.04486	0.01967	0.09239	0.01693	0.07449	0.04849	0.01476	0.03916	0.01865	0.0224	0.03485	0.0668	0.0648	0.08613	0.06214	0.12222	0.49337
0.00962	0.04178	0.01614	0.0125	0.01363	0.02249	0.0196	0.01829	0.01564	0.03375	0.07974	0.02753	0.05432	0.03288	0.02291	0.04872	0.02343	0.01917	0.0384	0.05959	0.06041	0.08456	0.11115	0.11344	0.50451
0.04316	0.03098	0.02737	0.014	0.02085	0.02009	0.01503	0.01773	0.02845	0.06502	0.03513	0.02735	0.06958	0.01985	0.02041	0.04007	0.01748	0.03892	0.06853	0.03934	0.07086	0.05362	0.11682	0.14702	0.49653
0.04664	0.0181	0.02384	0.02048	0.02234	0.00659	0.01259	0.01144	0.04851	0.03348	0.05896	0.01845	0.0616	0.03376	0.03175	0.04413	0.018	0.03571	0.00163	0.05316	0.04825	0.04819	0.09871	0.13767	0.51512
0.02581	0.00959	0.01488	0.01291	0.00517	0.02728	0.01212	0.01554	0.01123	0.07123	0.06446	0.03339	0.07477	0.04977	0.03011	0.03266	0.02095	0.02249	0.04363	0.07413	0.06605	0.0568	0.10534	0.12156	0.5237
0.01597	0.01999	0.0188	0.02056	0.01206	0.0296	0.01595	0.01409	0.03721	0.07214	0.11158	0.03253	0.06933	0.01964	0.02784	0.03606	0.02206	0.01033	0.0532	0.05182	0.07161	0.06313	0.0984	0.16279	0.50119
0.03895	0.03327	0.02483	0.02278	0.02343	0.02377	0.01577	0.0071	0.01047	0.06757	0.10501	0.05736	0.04702	0.02538	0.01349	0.03066	0.01555	0.03186	0.04498	0.04063	0.06446	0.05931	0.09209	0.14038	0.49243
0.03386	0.01325	0.02497	0.00986	0.02809	0.03794	0.03095	0.01258	0.02227	0.04892	0.10324	0.06516	0.06875	0.02249	0.03511	0.04291	0.02039	0.03214	0.04313	0.04332	0.06352	0.06569	0.09804	0.11689	0.48323
0.03324	0.01999	0.02231	0.01556	0.01105	0.02187	0.03322	0.00998	0.02416	0.03605	0.10826	0.02012	0.04102	0.03284	0.02469	0.0471	0.02038	0.01461	0.03356	0.04953	0.04591	0.09501	0.0973	0.15659	0.48816
0.02499	0.03897	0.02537	0.01143	0.01237	0.0154	0.0179	0.01268	0.02006	0.0741	0.0414	0.04423	0.05662	0.04934	0.01373	0.02192	0.01555	0.01058	0.04733	0.02709	0.0487	0.06098	0.10721	0.1168	0.45079
0.02224	0.01798	0.02093	0.01121	0.02567	0.01707	0.02588	0.01641	0.0174	0.04961	0.09818	0.04671	0.06722	0.02378	0.02144	0.03957	0.02046	0.03208	0.02564	0.06187	0.05575	0.08482	0.11556	0.11329	0.46571
0.02318	0.0316	0.01268	0.01008	0.02132	0.01685	0.01942	0.01701	0.03612	0.07192	0.05152	0.02431	0.06758	0.03325	0.01716	0.0374	0.02392	0.03893	0.04235	0.03164	0.05535	0.08345	0.0902	0.10732	0.45814
0.04542	0.03709	0.01175	0.00991	6.00356E-5	0.03191	0.01946	0.0091	0.01872	0.04448	0.08466	0.05908	0.0691	0.04219	0.01985	0.03654	0.02536	0.03678	0.06067	0.06246	0.05111	0.10946	0.12225	0.12709	0.45284
0.04085	0.04151	0.02439	0.01552	0.01766	0.02858	0.01939	0.01171	0.02032	0.05205	0.12541	0.04684	0.08179	0.01961	0.01027	0.04708	0.02628	0.02877	0.01998	0.06127	0.07337	0.08529	0.1046	0.10625	0.4493
0.0229	0.02026	0.02511	0.01357	0.01485	0.02748	0.00822	0.01601	0.01551	0.02223	0.06683	0.06317	0.05788	0.0484	0.01879	0.02973	0.01003	0.0205	0.04368	0.03282	0.06571	0.08146	0.1196	0.16163	0.42131
0.04958	0.03157	0.01549	0.01238	0.03231	2.7673E-4	0.04145	0.00588	0.03094	0.07253	0.05884	0.04103	0.036	0.03376	0.02564	0.0444	0.02669	0.00306	0.04341	0.04362	0.06408	0.07901	0.09982	0.14845	0.44247
0.01549	0.0236	0.03042	0.01074	0.00323	0.02203	0.0132	0.01054	0.03589	0.03806	0.05053	0.04642	0.0704	0.01928	0.02882	0.0474	0.02167	0.03809	0.03214	0.07373	0.06993	0.08336	0.11098	0.14602	0.4359
0.02642	0.0203	0.01925	0.01364	0.01751	0.00132	0.01911	0.01457	0.01391	0.04334	0.13681	0.03927	0.04685	0.01586	0.00995	0.04333	0.02028	0.02532	0.06634	0.04104	0.06346	0.06607	0.10356	0.12722	0.43916
0.04367	0.02481	0.01666	0.01904	0.01792	0.02411	0.01702	0.00969	0.01341	0.06735	0.07135	0.05291	0.07523	0.02921	0.02353	0.04009	0.02145	0.0116	0.04349	0.0502	0.07513	0.06562	0.11311	0.16603	0.427
0.04637	0.02019	0.01623	0.01289	0.0041	0.01914	0.0119	0.01147	0.03266	0.04825	0.0893	0.06221	0.06478	0.02194	0.02513	0.03057	0.02305	0.04067	0.03118	0.01682	0.06704	0.08751	0.09716	0.13045	0.42427
0.06278	0.01602	0.01642	0.01586	0.01112	0.03445	0.0293	0.01009	0.01004	0.04681	0.02979	0.02681	0.04769	0.01886	0.02175	0.01886	0.0207	0.02629	0.02244	0.08462	0.07029	0.07565	0.13043	0.14794	0.41273
0.02512	0.04	0.025	0.0143	0.02751	0.02233	0.01457	0.01488	0.02872	0.06021	0.09568	0.03701	0.06522	0.03089	0.02631	0.03664	0.02365	0.02897	0.05174	0.05339	0.04883	0.12855	0.14627	0.1475	0.40684
0.04043	0.02942	0.02199	0.01075	0.0378	0.02819	0.02269	0.01934	0.01416	0.05063	0.05891	0.04307	0.07575	0.03421	0.00358	0.03709	0.02526	0.02805	0.02875	0.07451	0.07545	0.07966	0.12535	0.15191	0.37704
0.02998	0.02803	0.02003	0.00763	0.03273	0.01501	0.0073	0.02058	0.04464	0.03878	0.08185	0.04317	0.09318	0.04814	0.01743	0.04592	0.0213	0.02852	0.04941	0.04048	0.08575	0.07483	0.12152	0.14714	0.40505
0.02615	0.03322	0.01976	0.01691	0.02324	0.02739	0.00594	0.01705	0.03475	0.0717	0.0705	0.05092	0.0648	0.03555	0.0199	0.03582	0.01853	0.01584	0.02695	0.04547	0.07809	0.06646	0.12303	0.15046	0.39391
0.03652	0.03907	0.01785	0.01334	0.01434	0.03391	0.01866	0.01344	0.03739	0.01722	0.05026	0.04674	0.06598	0.03589	0.01922	0.04901	0.02444	0.0284	0.02301	0.05808	0.05783	0.06437	0.12634	0.15012	0.40896
0.02481	0.01042	0.00624	0.01652	0.01811	0.01535	0.02379	0.0088	0.0394	0.05484	0.10578	0.04261	0.07937	0.01125	0.01792	0.04638	0.02074	0.0184	0.02975	0.03794	0.05266	0.05272	0.14534	0.18232	0.35898
0.02475	0.04134	0.0166	0.01013	0.01725	0.01429	0.00356	0.01202	0.03684	0.04488	0.06776	0.04658	0.06567	0.02824	0.02328	0.04874	0.01068	0.01749	0.0592	0.04881	0.08816	0.11581	0.13352	0.14665	0.37214
0.03128	0.03768	0.01348	1.07617E-4	0.01447	0.00708	0.01206	0.00674	0.02254	0.04077	0.0636	0.04066	0.06052	0.02468	0.01668	0.03828	0.01818	0.03634	0.02222	0.05732	0.06848	0.11767	0.14912	0.12743	0.37035
0.02169	0.02505	0.00892	0.01332	0.0255	0.01022	0.00396	0.01573	0.01807	0.0512	0.09509	0.01944	0.05272	0.02374	0.03138	0.04208	0.02479	0.01343	0.02191	0.06877	0.05537	0.08635	0.14806	0.19481	0.37362
0.03671	0.02834	0.01847	0.01596	0.02019	0.02883	0.03193	0.00836	0.02282	0.03553	0.09179	0.04095	0.07041	0.02957	0.0314	0.05014	0.03209	0.01856	0.03366	0.04623	0.07011	0.08479	0.158	0.17961	0.42419
0.0285	0.01703	0.02186	0.00793	0.02329	0.01396	0.02652	0.00712	0.01682	0.06714	0.07363	0.03306	0.06792	0.03202	0.01057	0.03341	0.02076	0.01594	0.03841	0.03991	0.05561	0.11185	0.13032	0.17788	0.40681
0.04411	0.01284	0.02557	0.01477	0.00699	0.00173	0.0342	0.01986	0.02358	0.03579	0.09502	0.03551	0.09082	0.03756	0.01523	0.03802	0.02732	0.01128	0.00556	0.06607	0.05891	0.09223	0.16817	0.14567	0.36974
0.05181	0.0283	0.01178	0.00863	0.01243	0.01204	0.01416	0.00326	0.03887	0.06406	0.09501	0.04826	0.0808	0.04256	0.01519	0.03914	0.02712	0.02841	0.0447	0.02879	0.04249	0.11117	0.14029	0.18743	0.36391
0.02377	0.02723	0.01206	0.01553	0.02032	0.01518	0.01387	0.01934	0.03085	0.05932	0.08528	0.04915	0.05284	0.04131	0.02439	0.05942	0.0256	0.04661	0.02517	0.06966	0.07115	0.09497	0.1591	0.16757	0.33463
0.05642	0.00987	0.01402	0.01539	0.02018	0.02713	0.0191	0.01259	0.02335	0.06026	0.09529	0.06657	0.08849	0.01835	0.03677	0.04968	0.02742	0.00791	0.04934	0.04532	0.07973	0.09764	0.17103	0.18216	0.32158
0.04879	0.02835	0.01783	0.01086	0.01856	0.02452	0.01418	0.00388	0.02585	0.07101	0.09077	0.02289	0.06409	0.04144	0.01539	0.05557	0.02977	0.02404	0.0217	0.05971	0.08703	0.11394	0.17108	0.15483	0.36663
0.02882	0.02797	0.03446	0.0051	0.02291	0.02844	0.02044	0.00917	0.01887	0.05621	0.10229	0.0381	0.05303	0.00641	0.03004	0.02016	0.02874	0.02134	0.04083	0.05227	0.08052	0.0858	0.16586	0.17665	0.31651
0.04232	0.0255	0.01995	0.00832	0.02213	0.01024	0.01088	0.02212	0.01582	0.0537	0.08989	2.15237E-4	0.07234	0.01606	0.02278	0.04669	0.01705	0.02049	0.06263	0.05353	0.0824	0.10354	0.17001	0.20411	0.3351
0.04623	0.00515	0.00794	0.0038	5.36585E-4	0.01912	0.02011	0.01394	0.01857	0.07846	0.05506	0.0424	0.09541	0.02812	0.038	0.04268	0.02389	0.01832	0.0247	0.02882	0.07115	0.10869	0.19849	0.22554	0.36477
