0.0	0.004	-8.223	-17.187
4.5	-1.351	-8.340	-15.078
9.0	-2.158	-11.886	-29.141
13.5	-11.230	-22.288	-30.204
18.0	-27.546	-28.832	-33.843
22.6	-23.871	-32.189	-41.091
27.1	-46.431	-26.850	-37.743
31.6	-28.504	-26.961	-39.105
36.1	-37.995	-17.083	-24.557
40.6	-12.778	-20.323	-27.128
45.1	-10.407	-18.225	-25.598
49.6	-15.088	-22.626	-29.248
54.1	-26.541	-33.136	-33.039
58.6	-40.075	-42.429	-36.072
63.2	-35.272	-34.516	-34.804
67.7	-39.621	-38.879	-31.456
72.2	-43.503	-41.433	-38.227
76.7	-39.338	-46.738	-31.605
81.2	-29.476	-40.174	-27.667
85.7	-22.593	-44.185	-25.412
90.2	-21.610	-48.776	-32.758
94.7	-31.572	-54.298	-42.835
99.2	-42.515	-59.892	-36.804
103.8	-45.197	-36.339	-35.890
108.3	-46.296	-42.795	-32.543
112.8	-43.830	-42.201	-40.522
117.3	-42.870	-48.529	-36.496
121.8	-46.151	-35.929	-34.894
126.3	-39.559	-41.321	-33.186
130.8	-34.352	-43.532	-39.852
135.3	-28.636	-48.769	-58.635
139.8	-48.023	-46.105	-56.766
144.4	-53.214	-29.922	-51.378
148.9	-43.327	-37.363	-53.510
153.4	-44.169	-38.814	-47.479
157.9	-48.495	-40.968	-53.490
162.4	-52.973	-27.291	-40.689
166.9	-62.338	-36.845	-42.153
171.4	-36.701	-39.170	-46.172
175.9	-43.394	-55.468	-48.371
180.5	-62.416	-46.109	-38.568
185.0	-64.056	-30.426	-33.561
189.5	-55.413	-34.507	-33.456
194.0	-57.953	-37.232	-46.228
198.5	-59.613	-41.196	-49.086
203.0	-49.873	-30.494	-43.480
207.5	-48.671	-34.220	-41.568
212.0	-53.033	-38.807	-49.501
216.5	-60.071	-47.639	-49.787
221.1	-72.285	-41.506	-43.343
225.6	-65.227	-30.042	-38.928
230.1	-53.892	-34.668	-35.617
234.6	-56.003	-35.594	-41.609
239.1	-56.071	-37.040	-40.896
243.6	-57.956	-27.306	-38.696
248.1	-49.241	-33.364	-37.376
252.6	-65.185	-36.261	-52.401
257.1	-62.949	-45.516	-51.987
261.7	-63.975	-49.101	-45.133
266.2	-49.415	-37.555	-41.965
270.7	-64.310	-37.567	-40.567
275.2	-65.527	-40.039	-44.435
279.7	-68.537	-42.564	-44.202
284.2	-55.567	-34.281	-42.708
288.7	-66.845	-40.483	-39.560
293.2	-53.031	-45.613	-48.130
297.7	-62.083	-53.173	-57.444
302.3	-52.769	-54.630	-54.850
306.8	-54.134	-38.169	-60.832
311.3	-58.309	-42.183	-52.646
315.8	-60.324	-43.825	-61.924
320.3	-59.082	-46.830	-50.759
324.8	-59.957	-35.107	-49.302
329.3	-74.037	-42.437	-46.128
333.8	-64.778	-55.039	-57.136
338.3	-59.072	-60.289	-57.320
342.9	-78.604	-68.834	-43.086
347.4	-67.019	-72.929	-42.323
351.9	-65.871	-62.715	-37.502
356.4	-70.086	-63.913	-53.467
360.9	-66.944	-66.270	-43.862
365.4	-59.450	-67.796	-41.886
369.9	-65.722	-56.273	-41.259
374.4	-65.451	-65.524	-45.591
378.9	-72.013	-60.374	-53.348
383.5	-73.743	-64.329	-39.769
388.0	-66.125	-34.846	-36.182
392.5	-69.550	-41.137	-31.472
397.0	-67.613	-41.269	-42.641
401.5	-70.226	-45.713	-39.465
406.0	-62.486	-29.896	-38.814
410.5	-65.226	-40.405	-32.543
415.0	-63.431	-48.522	-45.302
419.5	-72.129	-65.793	-56.557
424.1	-69.966	-49.255	-46.511
428.6	-64.769	-33.711	-47.037
433.1	-65.987	-41.441	-62.793
437.6	-73.346	-39.896	-46.300
442.1	-74.432	-46.507	-44.283
446.6	-75.941	-36.033	-40.345
451.1	-71.564	-40.743	-35.483
455.6	-68.854	-44.526	-51.264
460.2	-70.538	-54.972	-55.653
464.7	-88.614	-45.527	-46.556
469.2	-69.618	-39.439	-42.466
473.7	-66.710	-37.556	-38.811
478.2	-68.173	-45.302	-52.294
482.7	-70.942	-40.721	-45.609
487.2	-68.924	-37.124	-44.185
491.7	-73.039	-37.035	-39.487
496.2	-68.940	-40.563	-49.916
500.8	-68.824	-48.584	-45.689
505.3	-73.720	-53.577	-56.576
509.8	-70.459	-42.065	-36.962
514.3	-71.405	-40.712	-32.507
518.8	-78.511	-43.953	-41.118
523.3	-74.865	-45.291	-41.202
527.8	-67.554	-40.300	-37.506
532.3	-76.452	-54.954	-47.157
536.8	-66.141	-49.783	-50.648
541.4	-69.658	-53.617	-47.660
545.9	-72.617	-48.456	-49.458
550.4	-77.673	-52.418	-43.492
554.9	-74.523	-52.732	-52.079
559.4	-84.626	-54.301	-55.318
563.9	-76.214	-51.033	-57.632
568.4	-71.393	-51.719	-45.395
572.9	-68.726	-60.390	-36.032
577.4	-75.035	-65.488	-46.285
582.0	-66.428	-50.289	-45.895
586.5	-78.276	-46.248	-52.887
591.0	-69.957	-53.852	-38.130
595.5	-74.720	-50.333	-51.585
600.0	-85.459	-52.681	-62.206
