9.85594E-5	3.20537E-4	9.00814E-4	1.30380E-3	1.79198E-3	5.25971E-4	1.00766E-4
5.23955E-4	1.95114E-3	5.22719E-3	4.43920E-3	8.79417E-3	3.08249E-3	7.13283E-4
7.67226E-4	2.81098E-3	5.56219E-3	4.62316E-3	7.52405E-3	4.96957E-3	9.15125E-4
5.79262E-4	2.17347E-3	4.88785E-3	4.87553E-3	6.85629E-3	3.13825E-3	7.04399E-4
2.97873E-4	8.84406E-4	1.95881E-3	2.83616E-3	2.41271E-3	1.08639E-3	3.49932E-4
1.24986E-4	2.50817E-4	3.90262E-4	2.76021E-4	3.68709E-4	2.81557E-4	1.48502E-4
4.74876E-5	1.69662E-5	4.21987E-5	1.59412E-4	5.62912E-4	8.05431E-5	1.85682E-5
2.23175E-5	9.56412E-5	1.24912E-4	1.10830E-4	4.19235E-5	1.70697E-4	1.85682E-5
4.26853E-5	1.30425E-4	2.24468E-4	2.49883E-4	3.30224E-4	1.76538E-4	4.39670E-5
6.66915E-5	1.28353E-4	4.28147E-4	9.45184E-4	1.10723E-4	3.01073E-4	7.62974E-5
1.13496E-4	3.98002E-4	1.17907E-3	1.55537E-3	2.01881E-3	7.16006E-4	8.19254E-5
1.50182E-4	4.72693E-4	1.31630E-3	1.62039E-3	2.65251E-3	1.03198E-3	1.48417E-4
1.14162E-4	3.69994E-4	1.24947E-3	1.46801E-3	1.54729E-3	5.55893E-4	9.06993E-5
6.30859E-5	1.74638E-4	3.92328E-4	2.98052E-4	4.13942E-4	1.97581E-4	4.49858E-5
2.58374E-5	5.39596E-5	1.14999E-4	1.47056E-4	8.71479E-5	3.33105E-5	3.37763E-5
3.34432E-6	1.99073E-5	1.39244E-5	7.78749E-5	1.51499E-4	4.44140E-5	2.84892E-5
1.27020E-5	2.53482E-5	2.11727E-6	4.19331E-5	9.18247E-5	6.04036E-5	2.33732E-5
2.57302E-5	3.27643E-5	5.86015E-6	3.12907E-5	5.87254E-5	2.55543E-5	3.31035E-5
5.33129E-6	5.54202E-5	2.83198E-5	1.85873E-4	9.48621E-5	8.12160E-5	3.94897E-5
5.78666E-6	6.96787E-5	1.07923E-4	2.62637E-4	2.95236E-4	1.33997E-4	5.58356E-5
2.90674E-5	8.15107E-5	7.84921E-5	1.28643E-4	6.52141E-4	1.67134E-4	6.80874E-5
2.31638E-5	8.72228E-5	1.75774E-6	1.90106E-4	7.30286E-4	8.87579E-5	2.16523E-5
1.02748E-5	2.82603E-5	7.48183E-5	1.11157E-4	2.31937E-4	3.54090E-5	4.98228E-5
6.17114E-6	3.78546E-5	1.59891E-5	3.05852E-5	6.58041E-5	1.51492E-5	5.94451E-6
1.92449E-6	1.74998E-5	5.88538E-6	9.17905E-6	4.83189E-5	1.35184E-5	1.37771E-5
1.43266E-6	1.23477E-5	8.27275E-6	1.05307E-5	4.25782E-5	8.90835E-6	6.72430E-6
3.69613E-6	1.42110E-5	1.26616E-5	1.11128E-5	5.65549E-5	1.19278E-5	4.68765E-6
8.48658E-6	1.12920E-5	1.07782E-5	4.12535E-5	6.31658E-5	3.23991E-5	5.29037E-6
1.82128E-6	9.63526E-6	1.98472E-5	4.32045E-5	4.32942E-5	3.32847E-5	1.50625E-5
3.34373E-6	2.70018E-6	2.84076E-6	1.56611E-5	9.24747E-5	3.78150E-5	6.74574E-6
6.62190E-6	1.62775E-5	9.67796E-6	2.84234E-6	1.68418E-4	1.91872E-5	1.05912E-5
3.28032E-6	1.75656E-5	1.82720E-5	2.27652E-5	3.25232E-4	3.79859E-5	7.99075E-6
2.00068E-5	7.75002E-6	2.06672E-5	1.71515E-5	3.48999E-5	7.62714E-6	6.32397E-6
1.04994E-5	1.25581E-5	7.93150E-6	8.23306E-6	1.91992E-5	4.44417E-6	4.17265E-6
6.92829E-7	7.90439E-6	2.80463E-5	1.07304E-5	5.99324E-5	1.31835E-5	5.35204E-6
1.11034E-5	6.05172E-6	9.72183E-6	3.82537E-6	5.43895E-5	1.00586E-5	6.83475E-6
2.23173E-6	2.44729E-5	6.58516E-6	6.45344E-6	3.30568E-5	2.65854E-5	2.71492E-6
5.10725E-6	1.50148E-5	7.92358E-6	1.12732E-5	1.97387E-5	1.60491E-5	2.99132E-6
1.08021E-5	3.16504E-7	9.66374E-6	2.39667E-5	6.71604E-6	1.36240E-5	4.31502E-6
2.49484E-6	3.92820E-6	1.01973E-5	1.02099E-5	1.28507E-4	2.98483E-5	3.85912E-6
3.84280E-6	8.27398E-6	7.09717E-6	1.03773E-5	5.94662E-5	1.71719E-5	7.84933E-6
3.90409E-6	8.29390E-6	3.76991E-6	5.68751E-6	6.65562E-6	6.86091E-6	1.41947E-5
5.35553E-6	9.77122E-6	6.38974E-6	1.27103E-5	5.51024E-6	1.35408E-5	5.13288E-6
9.74684E-6	8.19759E-7	5.04349E-6	4.72057E-6	1.49048E-5	7.94511E-6	6.14254E-6
3.10210E-6	3.57308E-6	2.31039E-6	3.22153E-6	1.11262E-5	1.30584E-5	5.91812E-6
3.49034E-6	3.75959E-6	7.07733E-6	4.76864E-6	9.19073E-6	1.22885E-5	9.12920E-6
2.55658E-6	1.05455E-6	7.16146E-6	4.54130E-6	2.82060E-5	3.33834E-6	8.99923E-6
1.64943E-5	2.54662E-6	2.46580E-6	1.23716E-6	3.23931E-5	9.43918E-6	1.02342E-5
8.03805E-6	6.34269E-6	2.36807E-6	1.44688E-6	1.96032E-5	1.26182E-5	1.01842E-5
6.61305E-6	4.84497E-6	3.76127E-6	3.28636E-6	8.71884E-6	1.13043E-5	1.31314E-6
4.97303E-6	3.74847E-6	2.75641E-6	5.31647E-6	2.13679E-6	4.56883E-6	3.61513E-6
1.27848E-5	3.98921E-6	4.87724E-6	7.18398E-6	4.81549E-6	6.74041E-6	6.60288E-6
5.63521E-6	1.51062E-6	3.72339E-6	1.31160E-5	1.77586E-5	9.04058E-6	1.10588E-5
1.52678E-6	2.26021E-6	2.84172E-6	3.44448E-6	1.39265E-5	8.20293E-6	7.67737E-6
5.63737E-6	3.00757E-6	1.59267E-6	8.99798E-6	1.38173E-5	1.14629E-5	2.00077E-6
2.24113E-7	1.80257E-6	4.33036E-6	3.74578E-6	1.11219E-5	3.73641E-6	4.27137E-6
3.41164E-6	1.80247E-6	4.77705E-6	1.94118E-6	3.03350E-5	7.50409E-6	1.50638E-6
1.41773E-6	1.84309E-6	1.25599E-6	3.52607E-6	4.83899E-6	7.07711E-6	3.95533E-6
1.97864E-5	3.51962E-6	4.52213E-6	7.88430E-7	6.25955E-6	3.43639E-6	6.63317E-6
1.10345E-5	1.59525E-6	3.24784E-6	1.80433E-6	5.56236E-6	6.54010E-6	8.55472E-6
1.86174E-6	1.81774E-6	4.03719E-6	5.32714E-6	2.97314E-5	2.67980E-6	5.32763E-6
4.70120E-6	7.29630E-8	8.15570E-7	1.10518E-6	5.35165E-6	7.87239E-7	1.42465E-6
3.11591E-6	2.87214E-6	3.31699E-6	2.94206E-6	4.65176E-6	3.92784E-6	2.76039E-6
3.25517E-6	3.04950E-6	2.35787E-7	8.44172E-7	3.28962E-6	3.77009E-6	5.03435E-7
3.09551E-6	4.86824E-6	4.48521E-6	1.73568E-6	1.46431E-5	3.76961E-6	3.71676E-6
1.40247E-6	2.83369E-6	4.79681E-6	2.48215E-6	3.99717E-6	1.78943E-6	7.03469E-6
1.36768E-6	8.88270E-8	2.09814E-6	3.16536E-6	1.96084E-5	3.15620E-6	2.32183E-6
1.49335E-6	1.00100E-6	5.02314E-7	2.38073E-6	6.91564E-6	2.73697E-6	1.21340E-6
3.19566E-6	1.89845E-6	3.65419E-6	8.89451E-7	2.02079E-5	3.01564E-7	4.97960E-6
2.38129E-6	1.41372E-6	5.31928E-7	4.96656E-6	1.72708E-5	1.68181E-6	4.01854E-6
5.25931E-6	2.54307E-6	2.12401E-6	2.53243E-6	1.06796E-5	1.19590E-6	5.30358E-6
1.29119E-6	1.70619E-6	2.25951E-6	1.96413E-6	8.46841E-6	5.15790E-6	4.01234E-7
1.82949E-6	1.16635E-6	9.87772E-7	3.32693E-6	9.77012E-6	3.11679E-6	1.53210E-6
1.70487E-6	3.35207E-6	2.30051E-6	1.27478E-6	8.83399E-6	3.84017E-6	2.99285E-6
2.35486E-6	4.69781E-6	1.70772E-6	1.12364E-6	1.74639E-6	2.89225E-6	2.57915E-6
1.36614E-6	1.55806E-6	2.57299E-6	1.06980E-6	5.07074E-6	2.37281E-6	3.36444E-6
2.84048E-6	3.14594E-6	9.05194E-7	3.78058E-7	9.78070E-6	4.61850E-7	2.00599E-6
8.26663E-7	3.29345E-6	1.93327E-6	3.80859E-6	1.03222E-6	1.46947E-6	1.97876E-6
2.40237E-6	1.75999E-6	2.38438E-6	4.31964E-6	3.91773E-6	1.42328E-6	1.18787E-6
1.64482E-6	4.08474E-6	2.07919E-6	1.69720E-6	4.47133E-6	1.40038E-6	1.61360E-6
3.51570E-7	1.81830E-6	1.47996E-6	2.12216E-6	2.75228E-6	1.69874E-6	4.55916E-6
2.46283E-6	9.15116E-7	1.18411E-6	3.04382E-6	3.95180E-6	2.30555E-6	3.51811E-6
5.63911E-6	4.68590E-6	2.48931E-6	2.72354E-6	9.36444E-6	9.91612E-7	3.17012E-6
1.57752E-6	2.26008E-6	3.22847E-6	1.14784E-6	4.54869E-6	1.98320E-6	4.28381E-6
7.01977E-7	3.32954E-6	1.27941E-6	9.04073E-7	4.69306E-6	5.79712E-6	2.93965E-6
3.81484E-6	2.30682E-6	3.99002E-6	1.19926E-6	2.20473E-6	4.31320E-6	1.21321E-6
1.96563E-6	2.22054E-6	1.42473E-6	2.98742E-6	1.80646E-6	2.35857E-6	1.18471E-6
2.64147E-6	2.81106E-6	1.49067E-6	3.37675E-6	4.34229E-6	3.03420E-7	2.75686E-6
1.10733E-6	3.81386E-6	1.58876E-6	4.20756E-7	2.92754E-6	5.11375E-6	9.70778E-7
3.07137E-6	4.12500E-6	1.09349E-6	2.87121E-6	3.65864E-6	4.24202E-6	4.12990E-6
5.11250E-7	2.46707E-6	2.21220E-6	4.35793E-6	2.70813E-6	2.53797E-6	1.59874E-6
5.03708E-7	6.49663E-7	4.02730E-6	1.29028E-6	6.60237E-6	3.93738E-6	1.95056E-6
3.74196E-6	4.08900E-6	1.75886E-6	2.66200E-6	4.81588E-6	4.05682E-6	3.53952E-6
9.36555E-7	1.41546E-6	1.18839E-6	2.08389E-6	5.92139E-6	1.40970E-6	3.92840E-6
2.08585E-6	2.04812E-6	1.77193E-6	2.95104E-6	2.17547E-6	3.54739E-6	3.20185E-6
2.77727E-6	3.69678E-6	3.09638E-6	3.09930E-6	2.79061E-6	4.34369E-6	1.90879E-6
3.06707E-6	8.28489E-7	3.19491E-6	7.94245E-7	5.07611E-6	8.69462E-7	2.60361E-6
1.92350E-6	1.09018E-6	3.26151E-6	4.07063E-7	4.41209E-6	6.22525E-7	1.21230E-6
9.02141E-7	8.75326E-7	1.06541E-6	5.22571E-6	1.89100E-6	3.90738E-6	2.57325E-6
1.71056E-6	2.40316E-6	3.67538E-6	1.90109E-6	1.66876E-6	2.81187E-6	3.48509E-7
1.35665E-6	3.09976E-6	2.57869E-6	1.95166E-7	1.40264E-6	3.48603E-6	4.65617E-6
1.89874E-6	1.76000E-6	2.25021E-6	2.78362E-6	2.32161E-6	4.74649E-7	1.40992E-6
2.19430E-6	2.50059E-6	2.10322E-6	1.57208E-6	3.17167E-6	9.05649E-7	5.81180E-7
2.58710E-6	5.73897E-6	3.92839E-6	9.20916E-7	2.61262E-6	3.00745E-6	1.44361E-6
9.21323E-7	1.03484E-6	2.47869E-6	1.15338E-6	3.26049E-7	7.16324E-7	1.22624E-6
3.04282E-6	1.99002E-6	2.87934E-6	2.15801E-6	2.90463E-6	2.11030E-6	3.56769E-6
1.51231E-6	2.05091E-6	1.60505E-6	1.69962E-6	4.05958E-6	1.56486E-6	3.18469E-6
3.80745E-6	2.77588E-6	3.96564E-6	3.20542E-6	3.43018E-6	3.23267E-6	8.55502E-7
2.68187E-7	2.10263E-6	2.56322E-6	4.60204E-6	2.49382E-6	1.34035E-6	1.75922E-6
