0.0	-73.944	-45.051	-37.825
4.5	-62.193	-62.044	-39.529
9.0	-67.338	-53.887	-43.621
13.5	-70.816	-51.991	-39.653
18.0	-69.849	-54.058	-37.404
22.6	-67.115	-48.293	-35.126
27.1	-64.959	-51.262	-35.523
31.6	-65.650	-47.582	-43.259
36.1	-64.338	-50.065	-44.211
40.6	-71.381	-50.765	-41.853
45.1	-76.668	-48.314	-41.196
49.6	-69.277	-51.581	-41.711
54.1	-64.971	-46.882	-46.639
58.6	-64.081	-52.656	-49.475
63.2	-64.457	-47.485	-38.872
67.7	-63.298	-44.149	-36.726
72.2	-67.321	-43.087	-47.352
76.7	-72.522	-50.965	-40.329
81.2	-72.159	-48.348	-40.275
85.7	-64.453	-44.602	-35.501
90.2	-64.617	-44.824	-42.890
94.7	-78.523	-41.087	-40.999
99.2	-61.228	-47.810	-35.004
103.8	-71.169	-43.111	-34.268
108.3	-70.531	-42.500	-31.899
112.8	-65.896	-39.315	-39.059
117.3	-68.200	-50.082	-41.828
121.8	-66.881	-50.110	-35.642
126.3	-69.509	-41.759	-36.546
130.8	-67.545	-38.749	-42.134
135.3	-60.611	-36.034	-37.549
139.8	-68.453	-47.147	-34.136
144.4	-72.931	-41.070	-31.545
148.9	-77.365	-35.643	-30.598
153.4	-59.173	-35.922	-36.420
157.9	-59.291	-50.532	-36.495
162.4	-61.530	-48.190	-40.348
166.9	-59.071	-38.271	-38.486
171.4	-73.800	-36.250	-39.759
175.9	-68.425	-30.106	-44.639
180.5	-71.846	-42.947	-36.357
185.0	-66.813	-40.502	-35.279
189.5	-60.728	-40.557	-33.467
194.0	-69.595	-29.784	-37.518
198.5	-57.105	-49.340	-38.795
203.0	-59.019	-47.291	-32.042
207.5	-62.610	-42.238	-32.863
212.0	-62.939	-40.512	-42.001
216.5	-66.461	-32.791	-41.102
221.1	-58.128	-45.126	-42.376
225.6	-55.783	-40.676	-38.790
230.1	-52.794	-38.644	-34.553
234.6	-61.004	-36.125	-40.993
239.1	-56.391	-48.877	-38.022
243.6	-60.491	-48.048	-35.773
248.1	-54.879	-42.091	-32.989
252.6	-59.829	-39.938	-41.376
257.1	-70.165	-34.154	-52.344
261.7	-52.704	-43.996	-41.139
266.2	-56.042	-42.804	-43.168
270.7	-47.741	-40.063	-41.161
275.2	-64.192	-33.814	-45.882
279.7	-54.593	-47.282	-42.995
284.2	-59.856	-50.040	-39.475
288.7	-47.932	-42.905	-34.905
293.2	-55.592	-40.810	-47.709
297.7	-55.794	-35.185	-43.588
302.3	-57.159	-54.747	-34.165
306.8	-58.082	-45.795	-33.465
311.3	-45.274	-45.897	-28.231
315.8	-57.554	-36.537	-35.900
320.3	-54.802	-53.163	-37.708
324.8	-51.083	-50.752	-35.132
329.3	-38.707	-47.679	-29.050
333.8	-48.452	-45.984	-44.109
338.3	-48.352	-36.602	-44.519
342.9	-45.935	-49.331	-37.858
347.4	-44.876	-45.099	-36.508
351.9	-41.332	-42.628	-31.100
356.4	-47.718	-40.522	-41.965
360.9	-46.091	-52.070	-34.958
365.4	-47.336	-40.063	-38.160
369.9	-42.500	-37.823	-32.509
374.4	-54.680	-51.180	-41.258
378.9	-51.625	-54.158	-47.472
383.5	-46.987	-46.614	-36.552
388.0	-38.211	-44.515	-34.106
392.5	-44.927	-39.375	-28.347
397.0	-50.105	-58.933	-37.176
401.5	-44.725	-49.090	-36.267
406.0	-44.477	-49.556	-35.063
410.5	-33.847	-40.728	-32.616
415.0	-49.242	-57.394	-39.404
419.5	-48.133	-54.379	-42.575
424.1	-36.515	-51.922	-50.055
428.6	-38.632	-50.269	-47.478
433.1	-38.250	-40.003	-45.021
437.6	-41.428	-53.404	-44.101
442.1	-35.836	-48.664	-42.835
446.6	-37.953	-46.250	-41.231
451.1	-39.445	-44.780	-35.106
455.6	-44.505	-56.040	-40.574
460.2	-41.186	-49.032	-39.067
464.7	-34.578	-45.261	-33.626
469.2	-37.764	-42.796	-33.907
473.7	-30.815	-39.992	-33.478
478.2	-36.216	-45.223	-36.561
482.7	-32.592	-45.101	-37.479
487.2	-29.309	-39.634	-33.252
491.7	-38.535	-31.870	-28.134
496.2	-52.002	-42.652	-45.999
500.8	-35.660	-48.280	-46.114
505.3	-35.543	-37.745	-36.736
509.8	-28.638	-36.756	-32.550
514.3	-24.436	-28.996	-49.444
518.8	-43.844	-41.989	-35.681
523.3	-39.455	-38.221	-38.114
527.8	-39.729	-35.924	-34.599
532.3	-44.824	-29.581	-41.365
536.8	-43.139	-44.954	-41.241
541.4	-31.227	-33.937	-35.607
545.9	-19.586	-23.895	-25.444
550.4	-15.430	-20.417	-22.964
554.9	-9.668	-16.778	-33.173
559.4	-27.559	-24.786	-33.334
563.9	-28.514	-29.676	-41.637
568.4	-27.900	-28.873	-54.986
572.9	-20.823	-36.730	-41.765
577.4	-36.058	-32.639	-45.150
582.0	-15.146	-23.438	-35.352
586.5	-3.237	-12.964	-16.201
591.0	0.008	-11.559	-15.785
595.5	-2.492	-14.139	-16.777
600.0	-19.603	-27.643	-31.279
