0.02	6.253432621948945E-7i
0.02	9.680897305936662E-6i
0.02	1.733736746712449E-5i
0.02	2.0961618816138412E-5i
0.02	2.4156856917232153E-5i
0.02	2.7638881706802955E-5i
0.02	5.63723587717001E-6
0.02	1.35668852280031E-5
0.02	1.68796617734008E-5
0.02	2.10033614533412E-5
0.02	2.38640651257584E-5
0.02	2.79959521205787E-5
0.02	3.09175908451209E-5
0.02	3.9041382800008E-5
0.02	4.32044781487106E-5
0.02	0.726855672927473
0.02	0.727384545940811
0.02	0.728249944568405
0.02	0.729448373380957
0.02	0.730973951237606
0.02	0.732780265900291
0.02	0.734857316434818
0.02	0.737121862097049
0.02	0.73954909714113
0.02	0.742027426986298
0.02	0.744433214588154
0.02	0.746630553250743
0.02	0.748418615283938
0.02	0.749592843965049
0.02	0.789433087252878
0.02	0.791753533965372
0.02	0.822185144392949
0.02	0.824145057961073
0.02	0.827143458289658
0.02	0.830919631093355
0.02	0.835206458371507
0.02	0.839748844538845
0.02	0.844344715138578
0.02	0.848845873923808
0.02	0.853040937392959
0.02	0.856841658337753
0.02	0.860100883957201
0.02	0.862740149620288
0.02	0.864684382111937
0.02	0.865869784085119
0.024	1.850779717001331E-6i
0.024	5.295629689246749E-6i
0.024	7.571280805533139E-6i
0.024	9.487987388884048E-6i
0.024	1.1209732407958463E-5i
0.024	1.2634205455061656E-5i
0.024	1.344291102495326E-5i
0.024	2.29478942515736E-6
0.024	5.60154990355964E-6
0.024	7.84350192109414E-6
0.024	9.87154144919994E-6
0.024	1.17521629413744E-5
0.024	1.28017454783359E-5
0.024	1.39352498692523E-5
0.024	0.733701243756414
0.024	0.734172779146072
0.024	0.734961139006485
0.024	0.736050095885457
0.024	0.737399603393906
0.024	0.739014430440911
0.024	0.74085267973405
0.024	0.742874034574044
0.024	0.744999063583459
0.024	0.747159054633357
0.024	0.749252619225855
0.024	0.751117791395921
0.024	0.752622743982347
0.024	0.753616221422358
0.024	0.785183153317671
0.024	0.787932292729555
0.024	0.823200530982158
0.024	0.824698523254641
0.024	0.827048458258867
0.024	0.830032934412096
0.024	0.833414546818852
0.024	0.837039082057257
0.024	0.840722274104141
0.024	0.84431241703323
0.024	0.847688797653651
0.024	0.850737529816449
0.024	0.853378253615433
0.024	0.855486617944409
0.024	0.857034775844352
0.024	0.857993258360726
0.024	1.65367840189168
0.028	2.2994906677141706E-6i
0.028	6.000609982977478E-6i
0.028	6.850805340679699E-6i
0.028	8.691647634987887E-6i
0.028	1.0634021754949984E-5i
0.028	1.292288749700543E-5i
0.028	1.3941257429635217E-5i
0.028	1.4770147560219814E-5i
0.028	4.24803053459047E-6
0.028	6.71892637875572E-6
0.028	9.26651108248241E-6
0.028	1.07133971958088E-5
0.028	1.24974815604549E-5
0.028	1.34397570275122E-5
0.028	0.734366551994379
0.028	0.73481029588153
0.028	0.735528425065078
0.028	0.736506614718367
0.028	0.73774060425864
0.028	0.739200380692045
0.028	0.740868409922991
0.028	0.742676576420283
0.028	0.744586874678828
0.028	0.746510206059478
0.028	0.748366917809296
0.028	0.750002228526309
0.028	0.751314955460618
0.028	0.752160763499816
0.028	0.779589691033109
0.028	0.782132612695746
0.028	0.81902190282488
0.028	0.820234757925896
0.028	0.82212129873909
0.028	0.824529165394201
0.028	0.827267329142572
0.028	0.830214706800718
0.028	0.833202855990401
0.028	0.836130157023001
0.028	0.838866604340775
0.028	0.84134139621392
0.028	0.843463505822925
0.028	0.845184207562209
0.028	0.846431670180827
0.028	0.84719037186488
0.028	1.65619803700237
0.032	2.770417387491507E-6i
0.032	6.046351103212041E-6i
0.032	8.346621969285776E-6i
0.032	1.0672732282159061E-5i
0.032	1.2321879899750263E-5i
0.032	1.4080093855843498E-5i
0.032	1.4874023104068733E-5i
0.032	1.38399416313977E-6
0.032	5.17219914097147E-6
0.032	7.63208192066614E-6
0.032	9.83526633487493E-6
0.032	1.1948788521056E-5
0.032	1.35918517852944E-5
0.032	1.45791967480395E-5
0.032	0.734120607141733
0.032	0.734548631339496
0.032	0.735200132449915
0.032	0.736118840267079
0.032	0.737256693712226
0.032	0.738618340737856
0.032	0.740143935265928
0.032	0.741806533178904
0.032	0.743557198009556
0.032	0.745307105609894
0.032	0.746983931992975
0.032	0.748450898743825
0.032	0.749640374810104
0.032	0.750375020617843
0.032	0.775135875536021
0.032	0.777628016586497
0.032	0.815254387266618
0.032	0.816264183663118
0.032	0.817772742934227
0.032	0.819745873375232
0.032	0.821979860983268
0.032	0.824373442852854
0.032	0.826799447927402
0.032	0.829159169376824
0.032	0.831357946481533
0.032	0.833321566306159
0.032	0.835003591003556
0.032	0.836337606982342
0.032	0.83733948358237
0.032	0.837907867964256
0.032	1.65737176427733
0.036	9.104487512923655E-7i
0.036	4.877425853203091E-6i
0.036	7.445356041725612E-6i
0.036	9.646391729697598E-6i
0.036	1.1795540085499602E-5i
0.036	1.3461437628634198E-5i
0.036	1.398863490922804E-5i
0.036	3.33598341441564E-6
0.036	6.46355345593517E-6
0.036	8.95864192691203E-6
0.036	1.12076743146846E-5
0.036	1.33077692106918E-5
0.036	1.44281216874796E-5
0.036	1.60445174701106E-5
0.036	0.733855435146734
0.036	0.734261306062958
0.036	0.734878175261968
0.036	0.735736402083927
0.036	0.736831696157442
0.036	0.738106042107201
0.036	0.739553389085389
0.036	0.741110181241683
0.036	0.742735173164199
0.036	0.744360024670284
0.036	0.745887778101885
0.036	0.747257355206777
0.036	0.748345192723103
0.036	0.749011910631158
0.036	0.773680513428917
0.036	0.77522449354271
0.036	0.812528601904063
0.036	0.813358363618714
0.036	0.814603611416389
0.036	0.816188305664568
0.036	0.818021467281431
0.036	0.819942709425173
0.036	0.821877526479799
0.036	0.823724968019137
0.036	0.825404164872245
0.036	0.826893316256613
