0.044	0.771010623258033
0.044	0.772716996357888
0.048	0.77020026185031
0.048	0.772024849244478
0.052	0.769827419616158
0.052	0.771599187347071
0.056	0.769561696179002
0.056	0.771398110164762
0.06	0.769386036324391
0.06	0.771290423323014
0.064	0.769091350428621
0.064	0.771258426026733
0.068	0.768821185811902
0.068	0.771086527467074
0.072	0.768688374278541
0.072	0.770922787502989
0.076	0.76870103519782
0.076	0.770887794902435
0.08	0.768462195860885
0.08	0.771097203759216
0.084	0.768263138040582
0.084	0.770817737063578
0.088	0.768038154355863
0.088	0.771020820157515
0.092	0.770500539962528
0.092	0.767270039381812
0.096	0.767650930883255
0.096	0.770594770761598
0.1	0.76895239771292
0.1	0.770910434015586
0.104	0.768857697784272
0.104	0.770727900494156
0.108	0.768775422145533
0.108	0.771092961294706
0.112	0.769271523545591
0.112	0.770819745403941
0.116	0.769034891426778
0.116	0.770819745403941
0.12	0.768942840824509
0.12	0.770787766494706
0.124	0.76888700878038
0.124	0.77074796605844
0.128	0.769032997534028
0.128	0.77074796605844
0.132	0.767712468433575
0.132	0.770892429161889
0.136	0.767466067562762
0.136	0.770716093533187
0.14	0.767699911221376
0.14	0.770649587102181
