0.0648	0.09359	0.02647	0.01556	0.05364	0.08594	0.09819	0.04283	0.04835	0.02737	0.03127	0.01861	0.06091	0.00681	0.01871
0.0862	0.05957	0.0643	0.04033	0.08004	0.06516	0.08427	0.15154	0.11511	0.01821	0.04391	0.02455	0.06353	0.04963	0.0219
0.09632	0.0462	0.03235	0.00923	0.03978	0.01663	0.06603	0.07282	0.0984	0.02322	0.08484	0.02828	0.02175	0.02547	0.02842
0.03832	0.00756	0.02665	0.02126	0.01035	0.04334	0.04094	0.01614	0.11194	0.04101	0.02929	0.02405	0.09393	0.01775	0.0555
0.06706	0.04288	0.06823	0.04733	0.06106	0.0665	0.03525	0.07834	0.06429	0.04201	0.05029	0.05632	0.05385	0.01932	0.04743
0.08385	0.03239	0.07408	0.03673	0.05137	0.07199	0.08558	0.1354	0.04161	0.04055	0.10192	0.08917	0.0512	0.0624	0.06135
0.01074	0.02941	0.04091	0.03925	0.05165	0.13354	0.08329	0.12714	0.07783	0.01573	0.05589	0.03836	0.06858	0.06817	0.07187
0.04405	0.04881	0.00833	0.08625	0.02633	0.05067	0.06322	0.12036	0.03394	0.01882	0.00802	0.02814	0.04035	0.03953	0.05935
0.08269	0.04282	0.03885	0.00999	0.03319	0.08229	0.13722	0.03154	0.04844	0.05939	0.0218	0.04107	0.07634	0.0665	0.05561
0.12312	0.06102	0.06432	0.05183	0.09295	0.03953	0.06225	0.07968	0.01475	0.03121	0.04383	0.05888	0.07458	0.06586	0.04103
0.03044	0.08246	0.06741	0.04612	0.02185	0.08491	0.10687	0.04965	0.01995	0.1058	0.04381	0.07388	0.03669	0.03071	0.02705
0.08122	0.02951	0.01168	0.07416	0.0744	0.04287	0.03569	0.09746	0.00716	0.03418	0.04671	0.01827	0.0271	0.01774	0.04661
0.03707	0.05204	0.09763	0.04029	0.0575	0.07387	0.03482	0.01844	0.08003	0.0303	0.02832	0.04501	0.05553	0.0374	0.02802
0.03967	0.01352	0.03097	0.09455	0.05556	0.11604	0.08706	0.02401	0.10775	0.02563	0.01919	0.01838	0.04335	0.02025	0.05244
0.05676	0.07549	0.10174	0.03832	0.04956	0.08385	0.02203	0.0299	0.13533	0.06906	0.0871	0.03781	0.07127	0.07517	0.04004
0.01068	0.02962	0.05876	0.02364	0.01215	0.05986	0.02462	0.05869	0.04562	0.03943	0.03939	0.09961	0.04403	0.04467	0.00724
0.09665	0.04984	0.02366	0.02962	0.0274	0.07216	0.05558	0.05322	0.11665	0.07883	0.01242	0.02713	0.04172	0.03401	0.024
0.0243	0	0.02051	0.03999	0.03391	0.0717	0.03212	0.03009	0.1218	0.03236	0.02623	0.03024	0.02912	0.03518	0.05259
0.06962	0.04731	0.02144	0.0908	0.00653	0.07374	0.10103	0.06815	0.14165	0.06218	0.01784	0.03976	0.08344	0.08037	0.00575
0.04628	0.04177	0.02099	0.03525	0.05646	0.05112	0.02501	0.12556	0.09578	0.01885	0.05929	0.0318	0.04028	0.02606	0.04994
0.02034	0.1019	0.05131	0.04191	0.02434	0.09197	0.09465	0.01477	0.09443	0.03356	0.04484	0.06313	0.04636	0.04298	0.04765
0.00197	0.08407	0.11243	0.03613	0.0521	0.08223	0.11268	0.09441	0.0406	0.06841	0.04874	0.02523	0.02148	0.00992	0.03001
0.09512	0.04549	0.05025	0.04286	0.04978	0.14192	0.01428	0.01858	0.04164	0.1326	0.0417	0.03597	0.10247	0.04065	0.02957
0.07613	0.03625	0.01221	0.03228	0.03222	0.00976	0.13105	0.02583	0.12096	0.06523	0.03636	0.05462	0.03586	0.05879	0.00969
0.00114	0.05586	0.10145	0.05811	0.04935	0.07654	0.01912	0.0541	0.05489	0.09506	0.03941	0.02811	0.08907	0.04425	0.03408
0.04742	0.07088	0.03304	0.05527	0.00484	0.02903	0.03079	0.10123	0.04565	0.08491	0.01696	0.0423	0.11845	0.04215	0.04872
0.02099	0.0266	0.08348	0.02505	9.20299E-4	0.06842	0.08813	0.14723	0.02861	0.09315	0.02096	0.02092	0.00867	0.07223	0.04317
0.04656	0.04712	0.07223	0.03335	0.02001	0.06028	0.02654	0.1259	0.053	0.02451	0.06445	0.04429	0.01544	0.05349	0.01998
0.05552	0.06594	0.05755	0.04717	0.04857	0.05132	0.0829	0.00919	0.08947	0.07502	0.02867	0.00631	0.01891	0.00965	0.03237
0.08483	0.06179	0.03613	0.071	0.02737	0.13255	0.01629	0.06429	0.09152	0.08762	0.00954	0.05906	0.0859	0.06692	0.0531
0.06827	0.04599	0.01159	0.04522	0.00584	0.04491	0.08788	0.03581	0.06828	0.12326	0.0089	0.01717	0.01619	0.04239	0.07765
0.05592	0.09062	0.05383	0.04851	0.04446	0.05329	0.0395	0.07304	0.07383	0.05243	0.0431	0.01912	0.05953	0.02616	0.05036
0.10614	0.08722	0.0737	0.01989	0.03474	0.09211	0.1166	0.11928	0.09812	0.05411	0.0222	0.01095	0.05059	0.0501	7.8418E-4
0.00655	0.03566	0.0086	0.05035	0.0603	0.05459	0.05299	0.08762	0.05359	0.0618	0.05487	0.04958	0.02328	0.05356	0.02312
0.05356	0.01541	0.06839	0.03029	0.00208	0.0776	0.06136	0.1014	0.12936	0.08136	0.03698	0.07391	0.04533	0.01702	0.02766
0.0323	0.04768	0.01463	0.07045	0.04403	0.04061	0.10062	0.04274	0.10324	0.09046	0.03763	0.03366	0.03605	0.01872	0.02837
0.04997	0.01907	0.00568	0.02148	0.05313	0.06439	0.13439	0.06901	0.21398	0.06611	0.04707	0.03226	0.07384	0.06393	0.07004
0.07867	0.04049	0.01891	0.03288	0.04229	0.06064	0.05015	0.07262	0.04049	0.08998	0.03593	0.03657	0.05632	0.03486	0.03369
0.04135	0.02013	0.05217	0.04831	0.08056	0.09976	0.06312	0.11605	0.04577	0.1118	0.07862	0.0244	0.03155	0.00675	0.03317
0.05188	0.08578	0.01521	0.02043	0.04898	0.11095	0.03122	0.10453	0.14341	0.06593	0.07033	0.04176	0.0701	0.04666	0.01546
0.03457	0.02491	0.06468	0.02124	0.06353	0.05833	0.09212	0.0752	0.08267	0.03318	0.04383	0.03924	0.02712	0.03553	0.0616
0.01595	0.08639	0.0125	0.0338	0.06976	0.03598	0.0397	0.06201	0.04279	0.0599	0.07098	0.04933	0.00435	0.03608	0.03074
0.03294	0.07241	0.05284	0.03122	0.06926	0.09409	0.02457	0.08467	0.04562	0.0276	0.02779	0.0325	0.03507	0.03158	0.02566
