1.34768E-5	2.97688E-5	2.85123E-5	1.50326E-5	8.21630E-6	4.84287E-5	2.58699E-5
4.55884E-6	8.54296E-6	2.46498E-5	1.26375E-5	2.30892E-5	2.87871E-5	2.02918E-5
4.94028E-6	7.92411E-6	4.86938E-6	6.57891E-7	3.26417E-6	9.44693E-6	2.05481E-5
2.52216E-5	1.70917E-5	1.75117E-5	1.39255E-5	8.34858E-6	4.86004E-6	9.87312E-6
7.10175E-6	1.58971E-5	1.60945E-5	2.31793E-5	1.03847E-5	1.98664E-5	1.16137E-5
9.95209E-6	1.19618E-5	1.49478E-5	1.26432E-5	8.18577E-6	3.44166E-5	2.21072E-5
5.00567E-6	6.50854E-6	2.01448E-5	1.94217E-5	1.58966E-5	2.31812E-5	6.28888E-6
5.04994E-6	2.56375E-5	1.84309E-5	2.80708E-5	1.12936E-5	1.10384E-5	1.44271E-5
1.10066E-5	2.18972E-5	2.11114E-5	1.94659E-5	1.72526E-5	1.31633E-5	1.71680E-5
1.68415E-5	2.79221E-5	3.49937E-5	1.45029E-5	1.29630E-5	2.18489E-5	7.98051E-6
1.47318E-5	1.78375E-5	1.64635E-5	5.18657E-6	1.19593E-5	3.06598E-6	2.72210E-5
3.00009E-5	1.91152E-5	3.79955E-6	1.20800E-5	1.58587E-5	1.42429E-5	1.90520E-5
8.30547E-6	2.55952E-5	2.14154E-5	1.08030E-5	1.08871E-5	1.82355E-5	1.68062E-5
2.37265E-5	2.07387E-5	1.48180E-5	2.64395E-5	1.86998E-5	1.81582E-5	7.19484E-6
5.78704E-6	6.01011E-6	4.62485E-6	1.60923E-5	9.61936E-6	9.83951E-6	7.73807E-6
2.40971E-6	8.38459E-6	1.70717E-5	1.43811E-5	1.74469E-5	9.03464E-7	4.84148E-6
6.12675E-6	3.08333E-6	9.33680E-6	1.12338E-5	2.56163E-5	5.75072E-6	3.32100E-6
6.87569E-6	7.36432E-6	3.26783E-6	2.71586E-5	2.89465E-5	4.13938E-6	2.39397E-6
8.63516E-6	4.39820E-6	4.78229E-6	1.22913E-5	1.16871E-5	9.76280E-6	5.03687E-6
3.53974E-6	4.78571E-6	9.59775E-6	1.07673E-5	1.57955E-5	6.97360E-6	7.80409E-6
8.27753E-6	5.93866E-6	4.05803E-6	1.44799E-5	2.43142E-5	5.58538E-6	1.42563E-6
3.46100E-6	2.77590E-6	8.16755E-6	1.37030E-5	2.37005E-5	1.07323E-5	1.54873E-6
6.51760E-6	9.44398E-6	1.77885E-5	2.43456E-5	3.64435E-5	3.84485E-6	1.04461E-6
6.43435E-7	1.10281E-5	7.91948E-6	1.67011E-5	1.68061E-5	4.76606E-7	7.76262E-6
6.27383E-6	6.84020E-6	1.71080E-5	1.97027E-5	2.88673E-5	1.15239E-5	2.31847E-6
5.10636E-6	9.02044E-6	1.12840E-5	1.70987E-5	3.09722E-5	1.58182E-5	2.13713E-6
2.76840E-6	8.87477E-6	7.33992E-6	2.99516E-5	4.46913E-5	2.42618E-6	1.16603E-5
1.86045E-6	6.92603E-6	1.03858E-5	2.85978E-5	1.29368E-5	2.88085E-6	4.05226E-6
5.60268E-7	4.18984E-6	1.39772E-5	1.56785E-5	1.28952E-5	4.73895E-6	5.25546E-6
2.34744E-6	1.11060E-5	1.46404E-5	2.08347E-5	3.37279E-5	9.48749E-6	8.28353E-7
2.95470E-6	1.37636E-5	1.59143E-5	1.50213E-5	4.76981E-5	1.11584E-5	3.68917E-6
5.35384E-6	6.15528E-6	1.31871E-5	3.93788E-5	6.52025E-5	1.15255E-5	2.28051E-6
3.23353E-6	9.55546E-6	1.90339E-5	2.61652E-5	1.81388E-5	1.07858E-5	2.51821E-6
1.30920E-5	1.61611E-6	1.95302E-5	3.07168E-5	3.65150E-5	2.52332E-6	6.72508E-6
5.39987E-6	1.16685E-5	1.10628E-5	2.20174E-5	6.82056E-5	5.24248E-6	7.36207E-7
1.71605E-6	7.38579E-6	1.77502E-5	5.65247E-5	6.60480E-5	5.66198E-6	2.42526E-7
2.57646E-6	1.24292E-5	1.13278E-5	2.07887E-5	1.22837E-5	6.03954E-6	6.93479E-6
6.85424E-6	1.00222E-5	1.68532E-5	1.85313E-5	1.60853E-5	7.87905E-6	7.40831E-6
